ID,Tweet,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
2017-En-30305,promise of restoration to the nation of israel...'everywhere you look blessing '..barns/wine overflow.Everything beautiful  #do_u_see,0,0,0,0,1,0,0,0
2017-En-40738,I don't think Luca understands how serious I am about Fall....he has no idea what's in store for him 馃槀馃槀,0,0,0,0,1,0,0,0
2017-En-10874,@__NETFLIXNCHILL I fuck with madden way harder,1,0,1,0,0,0,0,0
2017-En-40592,And with rich Fumes his sullen sences cheer'd.,0,0,0,0,1,0,0,0
2017-En-20434,"I've been in such a bad mood this week, and work has been horrific, so I decided to start a scrapbook of my summer vacation",1,0,1,1,0,1,0,0
2017-En-10698,I need a 馃嵄sushi date馃崣 @AnzalduaG 馃崫an olive guarded date馃 @lexiereid369 and a 馃憡馃徏Rockys date馃崟 #tiff,0,0,0,0,1,0,0,0
2017-En-11130,@o2academybham since when the fuck can you not stand at a concert? #raging,1,0,1,0,0,0,0,0
2017-En-10463,Be chill af if you want to offend someone.,1,0,1,0,0,0,0,0
2017-En-41223,"@KhaleesiofFood @BB_Updates she has stayed off the block almost all season, got out people that were good for her game, but no one seemed",0,1,1,0,0,0,0,0
2017-En-30525,I am always ready to .,0,0,0,0,1,0,0,0
2017-En-40004,Im think ima lay in bed all day and sulk. Life is hitting me to hard rn,0,0,0,0,0,1,0,0
2017-En-20142,A Lysol can got stuck in spray position and we're all slowly suffocating from the trash can that smells like a Febreeze factory. #panic,0,0,1,1,0,0,0,0
2017-En-10548,@PatriotsInform I don't see why you think we'll have a dumbed down simplified offense with Brissett. He comes from a very complicated system,0,1,1,0,0,0,0,0
2017-En-40161,Man Southampton will wipe the floor with  west ham on Sunday. So disheartened,0,1,0,1,0,1,0,0
2017-En-21609,Good Morning!!!\n\n#leadership #healthcareIT #socialmedia #connector #ceo #writer #AI #EQ #security #bigdata #Growthhacking #tech #fear,0,0,0,1,0,0,0,0
2017-En-20924,#Trends thread;'P)..it was in my #drafts&amp;now #posted 2 mins after my #birthday..so #close:'O!:''/...but anyway it #really was the #start of,0,0,0,0,1,0,0,0
2017-En-30944,God hears your voice optimism at the moment that you think that everything has failed you 鉁?,0,0,0,0,0,0,0,0
2017-En-21292,So going to local news immediately after #DesignatedSurvivor turns out to be a smooth transition. 'Chaos! A raging fire!...' #media #fear,1,0,0,1,0,0,0,0
2017-En-10085,@ManUtd you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing #fuming #noloyalty #joke #notimpressed,1,0,0,0,0,0,0,0
2017-En-20581,@drunkejt almost all of my mutuals intimidated me at some point or still do,1,1,1,0,0,1,0,0
2017-En-30517,Not my fault if I'm more observant than you thought of me to be ! 馃槣 I'm not sorry 馃槤 #wisdom #laughter #observingyou #allthetime #becareful 馃槑,0,0,0,0,1,0,0,0
2017-En-30846,Somebody who has braved the storm is brewing. #cheerful,0,0,0,0,1,0,0,0
2017-En-20309,Girls with hairy arms scare me,0,0,1,1,0,0,0,0
2017-En-11417,"@Mick727XD I know your furious, i am too, but just stop fucking moaning. We didn't win until the 7th game last season and where we finished.",1,0,1,0,0,0,0,0
2017-En-21547,Looks like I'm going in for my op just over a week or so early! #nervous 馃檲馃檲馃檲,0,0,0,1,0,0,0,0
2017-En-31152,"You dont have to feel grateful to be grateful, for it is written  ' all things work together for good'  for those who love God. #cheerful",0,0,0,0,1,0,0,1
2017-En-22168,"Just Laying Here, Can't Sleep 4 Some Reason #restless",0,0,0,1,0,1,0,0
2017-En-20462,@realDonaldTrump She blamed Benghazi on a YouTube video. She blamed emails on #ColinPowell. Now she blames #terrorism on you. #weakHillary,1,0,1,1,0,1,0,0
2017-En-40750,We stayed up all night long\nMade our drinks too strong\nFeeling ten feet tall\nRopes swinging into the water\nIn the middle of the night,0,0,0,0,1,0,0,0
2017-En-11519,Hell hath no fury like a bureaucrat scorned. 鈥?Milton Friedman,1,0,1,0,0,0,0,0
2017-En-20678,@safety @Support \nHi 馃尫\nWhy do you always suspend ISIS hunters\n \n馃憠@snafy2019\n\nKindly please reinstate our members\n*He fights terrorism d/n,0,0,0,0,0,0,0,0
2017-En-20646,"@ZaidZamanHamid Speech is still not up to the mark. No mention of 'Genocide', Indian terrorism in Pak. It was all planned speech.",0,0,1,1,0,0,0,0
2017-En-21079,@JoeFahezy I could of told you that one lmfao 馃槀 Then old niggas get wasted and start fucking around,1,0,1,0,1,0,0,1
2017-En-30782,"Pinky is so funny n jovial, bt she got emotional n just brought me 2 tears. I felt so bad for her #Ishqbaaaz",0,0,0,0,1,1,0,0
2017-En-31211,"@AiringOutMyScro \n\n'We'll see, once you're a few drinks in.' \n\nA playful wink is passed to him and, as they pull up into the small lot of -",0,1,0,0,1,0,0,0
2017-En-10514,Who knew softballs could sting so bad? Jimmy Fallon has been under a lot of heat for his &amp;ldquo;softball&amp;rdquo; Donald Trump interview,1,0,1,0,0,1,0,0
2017-En-41296,"When it comes to Syria, I get very fucking annoyed at pessimism, like I get full on triggered. Optimism or gtfo.",1,0,1,0,0,0,0,0
2017-En-21429,Worry makes you look at the problem and God makes you look at the promise.聽 #problem #promise   #faith #God #theanswer #spiritu...,0,0,0,0,1,0,0,0
2017-En-21646,the day they disclosed they caught her googling cholroform we were fucking aghast,1,0,0,0,0,0,1,0
2017-En-11562,@emilieragann did another bee sting you on the tongue ?,0,0,1,0,0,0,0,0
2017-En-10596,"@RealPaulWalker R.I.P Paul, furious 8 can't wait",1,0,0,0,0,1,0,0
2017-En-41101,@TheSGJournal Step 1: Get rid of @LittleStokePark Step 2: Prioritise football Step 3: profit? #depressing,0,0,0,0,0,1,0,0
2017-En-10799,Prayers &amp; Protection to our brothers and sisters fighting in #Charlotte  #against #machines,0,0,0,0,0,0,0,0
2017-En-21059,I was having a good dream.. and then my alarm went off,1,0,1,0,0,1,0,0
2017-En-21335,"@HillaryClinton evidently @realDonaldTrump feels above #norms. SHOW the #tax return, if you have nothing to ",1,0,1,0,0,0,0,0
2017-En-30083,@JackAndJack I'm so lively for listen馃挆馃榾,0,0,0,0,1,0,0,0
2017-En-10335,@TzumiXIV huff puff,0,0,0,0,0,0,0,0
2017-En-31531,@SomeonesAnIdiot @Sean10Lynagh  due to hearty lawsuit NASCAR will raise beer prices $0.07 to accommodate for losses.,1,1,0,0,0,0,0,0
2017-En-40769,@KatieBurnett ha freshers blues would love to re do all again ... ha nice tshirt .. vote for Pedro,0,0,0,0,1,0,0,0
2017-En-11549,@TalkTalkCare  how on earth can I send an email to you? Very annoyed customer!!! #fuming,1,0,1,0,0,0,0,0
2017-En-11239,"#GBBO is such a homely pure piece of tv gold. Channel 4 will attempt to tart it up. Mary, Sue and Mel gone. It's over. I'm out. 馃憢 ",1,0,1,0,0,0,0,0
2017-En-30475,And you as well! #sparkling @cherebork @MelissaJoyRD @SarahKoszykRD @eat4performance @rustnutrition @jenhaugen,0,0,0,0,1,0,0,0
2017-En-11032,I almost feel offended that she thinks that's a big deal. She's knows I'll literally do anything for her or Kai.,1,0,1,0,0,0,0,0
2017-En-21987,"If children live with #ridicule, they learn to feel #shy",0,0,1,1,0,1,0,0
2017-En-30321,mustache_harbor: TiburonChamber plus a hearty pour of #yachtrock by #mustacheharbor !,0,0,0,0,1,0,0,0
2017-En-30397,Watch this amazing live.ly broadcast by @katyy.mae  #musically,0,0,0,0,1,0,1,0
2017-En-30401,Watch this amazing live.ly broadcast by @kana_blender #lively #musically,0,0,0,0,1,0,0,0
2017-En-41392,*Sigh*  #saddness #afterellen #shitsucks,0,0,0,0,0,1,0,0
2017-En-40666,"Marcos Rojo Marcos Rojo running down the wing. Loved by the blues, feared by the reds",0,1,0,0,1,0,0,1
2017-En-31433,#ilofitt is #laughter #happiness #spiritual #mental #physical #pizza. Just kidding about the pizza. Work hard in all facets for a fitlife!,0,0,0,0,1,0,0,0
2017-En-30440,Queen Bey will be smiling over sixth this afternoon,0,0,0,0,1,0,0,0
2017-En-31056,#survivor is back! #SurvivorMillennialsVsGenX so happy to see you @JeffProbst #happy,0,0,0,0,1,0,0,1
2017-En-40012,"After 3 idk why I start feeling so depress, sad and lonely.",0,0,0,0,0,1,0,0
2017-En-30934,#blackish always has me #rollin #hilarious,0,0,0,0,1,0,0,0
2017-En-21014,"Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I'm no rapper but that was some sick bars)  #bars #rap",0,0,1,0,0,1,0,0
2017-En-31358,"@IcyEmmaX &lt; took another sip. 鈥淲e鈥檝e had some earth shattering, soul exhilarating sex. You think black souls can have that kind of &gt;",0,1,0,0,1,0,0,0
2017-En-10494,"@kitanoye Hell is hot and boiling, isi ewu",1,0,1,0,0,0,0,0
2017-En-41386,"@AFCGraMaChroi oh, sorry if I've discouraged you 馃槀",0,0,0,0,0,1,0,0
2017-En-10959,new madden 16 video was gonna be up but xbox is being an ahole and not going through 馃檮馃檮 #struggles,1,0,1,0,0,1,0,0
2017-En-40043,"Lament a \nsaddened heart,\nso far &amp; \nyet so near,\nthe years so\ntough &amp; scarred,\nthis lonesome\nroad,\nstill feared! #depression \n\n#poetry #poem",0,0,0,1,0,1,0,0
2017-En-20233,Just had a massive argument with my alarm today... I didn't want to get up. I don't know how we're going to fix this by tomorrow morning 馃槙,1,0,1,0,0,0,0,0
2017-En-21179,"@spencer0415 awe, I love you kid!!",0,0,0,0,1,0,0,0
2017-En-20168,@megynkelly We should be ignoring these rioters like the current administration ignores #terrorism. This will obviously make it stop.,1,0,1,1,0,0,0,0
2017-En-10215,I love my black people..... I really really do. But .... my people really do irritate the living hell outta me all cause I'm different. 馃槕,1,0,1,0,0,0,0,0
2017-En-21506,Remember the #twinkie #scare ???? #tbt,0,0,0,1,0,0,0,0
2017-En-10259,@saclivin @MrsCagg specific &amp; intentional way. And part of that intention is to provoke conversation around systemic racism towards blacks.,1,0,1,0,0,0,0,0
2017-En-21696,Back on my #bully,1,0,1,0,0,0,0,0
2017-En-22240,#ADHD &amp; #anxiety are #IRRELEVANT\nAnyone will be #EVICTED if a significant amount of rent HAS NOT BEEN PAID \n#mentalhealth aside\n#CantPay,1,0,1,1,0,1,0,0
2017-En-20748,@Gotham3 ~ Crushes are for kids! Just like trix. \rHow bout some full blown up Love that makes you quiver deep down into your core? Y E S *=*,0,0,0,0,0,0,0,0
2017-En-31347,I miss my naivety and blind optimism,0,0,0,1,0,1,0,0
2017-En-31147,I gave up on the U20 Rugby bet on the Roosters!  #nrl,0,0,0,0,0,1,0,0
2017-En-21468,@dilancliff @jackcourtney95 @ConnorGarnett1 Connor said he's worried that Jack will steal his girls on a night out ,0,0,0,1,0,1,0,0
2017-En-20337,Super shitting it about this tattoo ,1,1,1,1,0,0,0,0
2017-En-11128,"And getting offended or furious that a writers style isn;t to your taste is ultimately daft, I suppose.",1,0,1,0,0,0,0,0
2017-En-21757,Can't believe @haven ring my parents NOW when they go tomorrow to say no disabled washing facility for my wheelchair bound dad ,1,0,1,0,0,1,1,0
2017-En-11106,ethan was with someone in the car when he did his revenge on grayson,1,0,1,0,0,0,0,0
2017-En-30614,#hate going to the doctor on so many levels but least I can go sleep with a #smile just watched #Dwight on live nation,0,0,0,0,1,0,0,0
2017-En-21637,Happy 69th @StephenKing! May u keep haunting us for many years.  #writing,0,0,0,0,1,0,0,0
2017-En-20980,@STLouis_RamsFan their whole team is limited when they're on the field.  #terrible,1,0,1,1,0,1,0,0
2017-En-41097,"@broadly you should be criminalized for posting a pic of that brown frown.... Get a pic of some jack, or cookies, or diesel, Join up @CNN_Ai",1,0,1,0,0,0,0,0
2017-En-30021,"When you wake up from a dream laughing at something stupid, and that makes you laugh more #hilarious",0,0,0,0,1,0,1,0
2017-En-20574,@ksmitely @CitizenMeh I feel strongly that we need to work together to right this dreadful wrong.,0,0,0,0,1,0,0,1
2017-En-30361,It is no coincidence that Lacan recorded infants' jubilant reactions to their mirror images in the noise.,0,0,0,0,0,1,0,0
2017-En-22057,im so tired but i still have thisbhuge history test in a few minutes i cant afford to get freaked out now oh god if i have an anxiety attack,0,0,0,1,0,1,0,0
2017-En-30165,A joyous first webiversary/web mitzvah to Smithsonian's @WeiPoints!! @brianwolly @jackie_mansky @bethpylieberman @bilbo @mazeltov,0,0,0,0,1,0,0,1
2017-En-31032,@Get_Quenched16 Attempts by Western degenerates 2 imply that DPRK stoops to levity will be met by devastating nuclear retaliation.,1,0,1,1,0,1,0,0
2017-En-21679,@LucasDrakeH @realDonaldTrump @GenFlynn @RandPaul @trump2016fan terrorist attack and terrorism already exists in the history of islam.,1,0,1,1,0,0,0,0
2017-En-10838,Vale! Vale! Sip sangria and taste tantalizing tapas @ElCidLA  's fiery flamenco nights! #MinutesFromHoM #SilverLake #LA #Flamenco,0,0,0,0,1,0,1,0
2017-En-21957,The time has now come that we have to combat this wave of #terrorism with the right tools of the trade. - HH @YounusAlGohar #BanWahhabism,1,0,1,1,0,0,0,0
2017-En-40832,@FFBren @CDCarter13 included for maximum #sadness,0,0,0,0,0,1,0,0
2017-En-10294,"@LynneGarrison yeah, I've only seen that floated online as a theory, it was probably made up by a bitter stan. I ignore pets v vets crap too",1,0,1,0,0,0,0,0
2017-En-40696,Dad asked if I was too hungover to function today. Little does he know I stayed sober last night so i could get shit faced tonight 馃槄,0,1,0,0,1,0,0,0
2017-En-21056,I really wanna go fright night at Thorpe Park next month 馃懟,0,1,0,0,1,0,0,0
2017-En-22003,"Welp, I'm off to get my #anxiety meds now. #Empire",0,0,0,1,0,1,0,0
2017-En-10253,I am just so bitter today 馃槓,1,0,1,0,0,1,0,0
2017-En-40630,If you sober better roll another Dutch or if u don't smoke nigga better pour another cup 馃崄馃嵕...,0,0,0,0,1,0,0,0
2017-En-20833,I just want to say: social media isn鈥檛 here to #bully that has to be #stopbullying ! Please be kind to eaxh other! #lovewins,1,0,0,0,0,0,0,0
2017-En-10383,"Yet we still have deaths, road rage, &amp; violations on the road, despite a widely accepted concept of 'personal accountability' while driving",0,0,1,1,0,1,0,0
2017-En-10068,can't believe Achilles killed me! #angry,1,0,1,0,0,1,0,0
2017-En-21736,"My wedding is in two weeks and I'm actually really nervous. I just want things to go right, I don't want to get sick or get canceled ;;",0,1,0,1,0,1,0,0
2017-En-10329,#firsttweetever sippin #hotchocolate wondering #why I finally gave in &lt;3 haha #hellloooootwitter - ...its because #facebookisforfamily #rage,1,0,1,0,1,0,0,0
2017-En-41314,The snaps/Insta pics I see of the friends I made while in Cali are so unbelievably depressing cause there's no place I'd rather be but there,0,0,1,0,0,1,0,0
2017-En-20241,@BartholomewD It's -terrible-! We're going to the local fish/chip place in Kirribilli #terrible,1,0,1,1,0,1,0,0
2017-En-41094,me: tis a dreary day today\nfriend: he's a teenager not Shakespeare's reincarnation \n\nim such a dumbass lol,1,0,1,0,1,0,0,0
2017-En-30835,@Gronnhair @buryprofs @DittoBistro it was indeed lovely and the team were incredibly attentive and on the ball. Cheese was a lively gesture!,0,0,0,0,1,0,0,0
2017-En-31061,Be content .... Life is too short. ,0,0,0,0,1,0,0,0
2017-En-41354,@mypalalex but still your my favorite person in DF besides grim,0,0,0,0,1,1,0,1
2017-En-22088,I'm a walking ball of stress and anxiety lol,0,0,0,1,0,0,0,0
2017-En-41393,@BoardEveryday @turnorder @pinchback21 80s new wave/techno - or jazz / blues depending my mood,0,1,0,0,1,0,1,0
2017-En-20778,@sjgreer24 @cciedotnyc @Buttockus @ChrisCJackson @Bayonethics Have you read the OT and Pauline Epistles? They have countless horrid rules,0,1,1,1,0,1,0,0
2017-En-31128,i just spent $40 on big little sis tomorrow and i am beyond happy about it #SAW #mirth #mums,0,0,0,0,1,0,0,0
2017-En-11331,@RadioX @ChrisMoyles wow. not heard this in forever. Random but. great  #xph,0,0,0,0,1,0,0,0
2017-En-10526,Chris ate all my mac n cheese so imma eat all his taffy ,1,0,0,0,0,1,0,0
2017-En-22158,@TheBadgerBoy check out the article on @SaintSkipper5 on @dailyecho ,0,0,0,0,0,0,0,0
2017-En-40623,@Vixen85Webster yep &amp; I stayed in pjs all day too lol x,0,0,0,0,1,0,0,0
2017-En-11136,We are raging angry.=1/2 bil $ for 2 pro Liars.(Actors) the most useless people in america Where is ours for working 100 X harder? @FoxNews,1,0,1,0,0,1,0,0
2017-En-31073,"@Tjsotomayor snow pig,  that's hilarious. Lmaooo",0,0,0,0,1,0,0,0
2017-En-21662,Heyyyy warriors!!!!!  #panicattacks,0,0,0,1,0,0,0,0
2017-En-21707,I'm such a shy person oh my lord,0,0,0,1,0,1,0,0
2017-En-20540,Who's afraid of the clowns???\ncomment down there....,0,0,0,1,0,0,0,0
2017-En-30675,All the fans wanted Man Utd at home in the next round...\nAre you cheering for Northampton or Man Utd right now?\n#lufc,0,1,0,0,1,0,0,0
2017-En-41369,@d6vey you are grim mate,0,0,1,0,1,1,0,0
2017-En-10948,@virginmedia I've been disconnected whilst on holiday 馃槫 but I don't move house until the 1st October 馃 #furious,1,0,1,0,0,0,0,0
2017-En-30724,Misery loves company. The church ought to be a place where it finds none.\n-Pastor Kris Theobald #joy ,0,0,0,0,1,0,0,0
2017-En-11151,Every dancers dream song  #worldpower,0,0,0,0,1,0,0,0
2017-En-10447,Thatmoment you're watching #worstcelebritycooks and your bubble is burst by finding out KyleXY is gay and married馃槶 #nochance #KindaDontMind馃槈,0,0,1,0,1,1,1,0
2017-En-31317,"Zeph 3:17 'The Lord...is in your midst, a mighty one who will save; He will rejoice over you with gladness; He will quiet you by his love'",0,0,0,0,1,0,0,0
2017-En-11014,@jamielamieee @gerbicapiral_ @Dory then I look at you and we burst out laughing,0,0,0,0,1,0,0,1
2017-En-20935,@LFC What an awful team,1,0,1,0,0,1,0,0
2017-En-22213,"@ccgdavidson I remember being awestruck looking around thinking, 'You could fit the entire population of our town in here ten times over.'",0,1,1,0,0,0,1,0
2017-En-30765,"Oh that cheery fucking note, good night shit heads X",1,0,1,0,0,0,0,0
2017-En-21010,"ok, ok.. I know.. my last tweet was #terrible",1,0,1,0,0,1,0,0
2017-En-41231,Rockin to  Bob Dylan singin'  Bob Dylan's 115th Dream on LPCO Klassic Rock #classicrock #klassicrock #rocknroll #blues #onlineradio,0,0,0,0,1,0,0,0
2017-En-40078,If anybody needs me I'll be drowning my blues in a sea of whiskey 馃嵒,0,0,0,0,1,1,0,0
2017-En-20758,"@Meruna_  as a musician, I can tell you that more people get discouraged when learning because of shitty instruments than anything else.",1,0,1,0,0,0,0,0
2017-En-40882,"but losing these games are the worst, you end up feeling a mixture of anger and sadness and shame and anxiety and it lasts for days",1,0,0,1,0,1,0,0
2017-En-31594,@lakeline I still find you pleasing.,0,0,0,0,1,0,0,0
2017-En-10122,"@ChronAVT ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an #outrage",1,0,1,0,0,0,0,0
2017-En-41069,ok yes I get it as much as the next guy -- bikes blues &amp; bbq is frustrating &amp; loud!!! but these ppl are traveling from all over to come --,1,0,1,0,0,0,0,0
2017-En-30949,"They tend to loosen up a bit when drunk, and can seem pretty cheerful.",0,0,0,0,1,0,0,0
2017-En-41377,@kimdelacreme_ @Srgohdatzme305  I'm there... let me know #sober,0,1,0,0,0,0,0,0
2017-En-11306,Omg someone asked them to sit and they reluctantly moved with a huff. Biiitttccchhhhhh 馃敧,1,0,1,0,0,0,0,0
2017-En-21710,Can't even believe just seeing you set my anxiety off 馃枙,0,0,0,0,1,0,0,0
2017-En-30051,Omg. You've got to watch the new series 'This is Us'.....wow. Best tv show I've seen in a long time.\n#tears #laughter #moretears,0,0,0,0,1,1,0,0
2017-En-40720,Alt-J - Hunger of the pine.,0,0,0,0,0,0,0,0
2017-En-20645,@metrotrains why is there no disabled access at pontefract monkhill? #terrible,1,0,1,0,0,0,0,0
2017-En-21950,@SurfaceSupport A profoundly disappointing experience. I have 2 pay almost $500 2 remedy a defect n the product @Microsoft sold me ,1,0,1,0,0,1,0,0
2017-En-40718,"Learning to trust God can quiet a troubled &amp; restless heart, bring peace to a weary soul, &amp; eliminate the hopelessness that #addiction is!",0,0,0,0,1,0,0,0
2017-En-20524,@Delta stuck on runway after being diverted to Fargo. Continuously told just 10 more mins for the past 4 hours. No food/water offered ,1,0,1,1,0,1,0,0
2017-En-40626,ordered my vacation bathing suits. one less thing to fret about.,0,0,0,0,0,0,0,0
2017-En-21426,I seriously miss #ahsaftershow with @trixiemattel and @TheRealEdHansen. I need to talk about the mamasitas and the hunks of horror.,0,0,1,0,0,1,0,0
2017-En-30848,"Ready for that nice, breezy, calm, sunshine weather.馃崅馃崄 #Autumn",0,0,0,0,1,0,0,0
2017-En-40526,"People want me to go pine ridge, little wound or Oelrichs. Starting to think about transferring but I wanna stay at cloud. Decisions man.",0,0,0,0,0,0,0,0
2017-En-10535,"The best #revenge is to move on, get over it, and continue to #succeed. Never give someone the #satisfaction of watching you #suffer....!!!",1,0,0,0,1,0,0,0
2017-En-10221,I genuinely think I have anger issues,1,0,1,0,0,0,0,0
2017-En-30091,having a pet store worker ask 'do you want to play with them?' is the most exhilarating feeling,0,1,0,0,1,0,0,0
2017-En-10482,Inner conflict happens when we are at odds with ourselves. Honor your values and priorities. #anger #innerconflict #conflict #values,1,1,0,0,0,0,0,0
2017-En-30545,"Update: I have yet to hang out with @MisElizaJane, but I'm still hopeful! ",0,0,0,0,0,0,0,0
2017-En-20304,@twinfjournal @TwinningLife111 @KCtwinflame @TFUnion1111 @Para_Priestess @cupidpoetry I went thru the same thing yesterday #panic better2day,0,0,1,1,0,0,0,0
2017-En-31446,"Be happy not because everything is good, but because you can see the good side of everything ",0,0,0,0,1,0,0,0
2017-En-11308,"says, who are you to compared me with the others; I'm just human. #lit #fire #burning",1,0,1,0,0,1,0,0
2017-En-30302,Watch this amazing live.ly broadcast by @rosannahill #lively #musically,0,0,0,0,1,0,0,0
2017-En-21802,Chart music is pretty much ALL the same.. #horrific,1,0,1,1,0,0,0,0
2017-En-41241,Dreams dashed and divided like million stars in the night sky.,0,0,0,0,0,1,0,0
2017-En-10826,Drop Snapchat names #bored  #swap #pics,0,1,1,0,0,1,0,0
2017-En-10480,"I don't mean to offend anyone, but 93.7 literally blames everything on white people. In some cases it's true, but a lot of times, it's not",1,0,1,0,0,0,0,0
2017-En-20837,If you really care like you state @flyfrontier @FrontierCare then I would seriously address sensitivity training to your employees ,0,1,0,0,0,0,0,0
2017-En-40087,"So Mary Berry, Mel and Sue have gone with their principles, and @PaulHollywood  has gone with the fame and fortune. #GBBO  #depressing",0,0,0,1,0,1,0,0
2017-En-10453,Get to work and there's a fire drill. #fire  #outthere #inthedark,1,0,1,0,0,0,0,0
2017-En-11208,resentment is rlly my shit.,1,0,1,0,0,0,0,0
2017-En-10632,@St8edge4life88 eh well i can do the sting vs cactus loser leaves wcw match at bash at the beach lol,0,0,0,0,1,0,0,0
2017-En-20518,Hope was an instinct only the reasoning human mind could kill. An animal never knew despair.,0,0,0,0,0,0,0,0
2017-En-21674,A nation with a large part of the population living in #fear  of the police is neither #great nor #free  - it's actually a #fascist  nation,1,0,1,1,0,0,0,0
2017-En-41512,"@ExaltedChampion - the jest, Kara didn't chuckle, instead her baby blues were narrowed in on Adam like a warning. If his brain /wasn't/ -",0,0,0,0,0,0,0,0
2017-En-30991,@ditzkoff @jpodhoretz There鈥檚 not a metaphor in the world that will get at the hilarity of jpod pronouncing on humor.,0,0,0,0,1,0,0,0
2017-En-11192,"@smendler (1) Watch out for memes &amp; statements designed to make you feel outrage, but that don't give you anything to *do* about situation",1,0,1,0,0,0,0,0
2017-En-22172,&amp; I'll actually shoot somebody if I have to not just draw down or expose it to somebody to scare them 馃槷#Charles,1,0,1,1,0,1,0,0
2017-En-10783,"It takes a man to suffer ignorance and smile. Be yourself, no matter what they say. ",0,1,0,0,0,0,0,0
2017-En-10430,@GriffinBowie23 @AliMcClimond sorry to #offend u griffin!!,0,0,0,0,0,1,0,0
2017-En-30850,"Imagine how sad LA fans are gona be when they get eliminated...Man that's gonna be Nirvana, a religious experience rejoicing in their misery",0,1,0,0,1,1,0,0
2017-En-31033,"Girlfriends cooking me dinner again. spag blow it is, not to sure if she need my help 馃槀馃槀 #girlfriends #happy",0,0,0,0,1,0,0,0
2017-En-10854,Follow up. Follow through. Be . #success,0,0,0,0,1,0,0,0
2017-En-11025,Repeal/remove the 'Johnson Amendment'. It is a direct affront to the First Amendment of the Constitution.,1,0,1,0,0,0,0,0
2017-En-40669,@BillSwindell @DePauwU @dick_nixon I was having breakfast when I seen this?! I blew my cereal in the #sink!!,1,0,1,0,0,0,0,0
2017-En-21838,Getting ready to open the tastings at Whisky Shop Dufftown Autumn festival!  #murraymcdavid #whisky #drams,0,1,0,0,1,0,0,0
2017-En-21844,@EmilySmissaert @navinrmal it's a shocking revelation!!!!,1,1,1,1,0,1,1,0
2017-En-21833,All I ever wanted was a chance. I'm so psyched to start this new chapter! #newbeginnings #timetoprovemyself #morethanready,0,1,0,0,1,0,0,0
2017-En-10359,whenever I put 'I wanna be adored' on my brother alwayss sings 'I wanna be a dog' instead just to irritate me,1,0,1,0,0,1,0,0
2017-En-10322,"@Darren_Hammer amen, nothing personal mate, just tired of all of the complaining from our fans, it's Been a relentless tirade of misery",1,0,1,0,0,1,0,0
2017-En-31462,"@DayveeSutton BIG thank you for liking my little Pumpkin  :)  She's the smallest of my 4, but is very playful &amp; wakes me up most mornings.",0,0,0,0,1,0,0,0
2017-En-40578,Learning how to use twitter #lost,0,1,0,1,0,1,0,0
2017-En-10117,angry already,1,0,0,0,0,0,0,0
2017-En-30202,@scdesc Yup. And Val basically ignoring the recipe. I'm just done. I keep bursting into laughter x,0,0,0,0,1,0,1,0
2017-En-20512,What a horrible track lakeside is 馃槼馃槼馃槾馃槾,1,0,1,0,0,0,0,0
2017-En-21618,@Chic_Happens_ @Sean_Okeeffe1 @royalmusing I dread the comparisons to Queen M谩xima. Guarantee I will lose followers when that happens.,0,0,1,1,0,0,0,0
2017-En-31577,Try to find the good in the negative. The negative can turn out to be good.\n #anxietyrelief  #openminded,0,0,0,0,0,0,0,0
2017-En-31018,@LeeJarvis10 can't be following u pal he's smiling,0,0,0,0,1,0,0,0
2017-En-30961,"@CarolynTopol Ciara asks was it a sci-fi movie, Julie &amp; Jen just stare, Claire on her phone, Joey bolts when the cab honks. LMAO #hilarious",0,0,0,0,1,0,0,0
2017-En-40875,@The40Bar See you all October 8th. @WreckinSO is ready to tear it up #keeptalkin #wreckinso #the40 #brandonmanitoba #country #rock #blues,0,1,0,0,1,0,0,0
2017-En-31149,"Sharpened a pencil today, haven't sharpened once since 1999. 鉁忥笍 #exhilarating",0,0,0,0,1,0,0,0
2017-En-20436,"@MasterTomTheDom  I hate winter, I dread it's arrival.",1,0,1,1,0,1,0,0
2017-En-30272,The object of literature is to make man a wiser and happier being. The poet makes us happy because he tells us how we may become so.,0,0,0,0,1,0,0,1
2017-En-30940,"i love those #memories that randomly pop\ninto my head , have me #smiling like an\n#idiot for ages 缶尨",0,0,0,0,1,0,0,0
2017-En-41505,This whole #VanRE + extradition might turn into a Pandora's box. JT has no idea about that murky corrupt guanxi in China; Toad vs Dada ;-),0,0,1,0,0,0,0,0
2017-En-20534,My roommate turns the sink off with her foot to avoid germs and a guy says 'YOUR roommate is feet girl?! I'm so sorry' plz help ,0,0,1,0,0,0,0,0
2017-En-20227,"@CBSThisMorning @newsgirl123456 again, profiling DOESN'T discourage (September 20, 2016; 18:41 EDT) #terror #TRUMP #FAIL",0,0,1,1,0,1,0,0
2017-En-21857,me: loves being the center of attention in every way\nalso me: gets nervous to talk in front of class,0,0,0,1,1,1,0,0
2017-En-30220,chirp chirp! what a beautiful white and red bird! 馃惁,0,0,0,0,1,0,1,0
2017-En-21884,Mary Berry and her reign of terror,0,0,0,1,0,0,0,0
